work_order_id,machine_id,plant_id,created_at,scheduled_start,actual_start,scheduled_end,actual_end,status,priority,product_type,planned_units,actual_units,defect_count,downtime_minutes,operator_id,failure_mode,risk_score,risk_label
323,23,3,2022-05-16T14:28:11+00:00,2022-05-16T16:09:38.253470+00:00,2022-05-16T16:32:02.887711+00:00,2022-05-17T01:51:46.531112+00:00,2022-05-16T21:37:26.441049+00:00,failed,critical,Panel-2,978,430,122,118,7,operator_error,,
324,25,3,2022-07-04T08:10:34+00:00,2022-07-04T09:40:01.501962+00:00,2022-07-04T09:46:22.126491+00:00,2022-07-05T07:05:01.503384+00:00,2022-07-05T07:40:03.417317+00:00,completed,medium,Module-Alpha,601,594,9,19,102,,,
325,45,5,2022-06-08T11:49:23+00:00,2022-06-08T12:28:13.037170+00:00,2022-06-08T12:38:43.046309+00:00,2022-06-08T21:16:14.077787+00:00,2022-06-08T20:34:30.902368+00:00,completed,low,Panel-1,870,841,2,2,124,,,
326,9,1,2023-10-19T11:26:01+00:00,2023-10-19T14:03:00.833788+00:00,2023-10-19T14:10:50.829876+00:00,2023-10-21T01:51:10.245088+00:00,2023-10-19T19:54:25.061666+00:00,failed,low,Widget-B,998,117,38,127,81,overheating,,
327,15,2,2021-07-10T22:06:57+00:00,2021-07-11T01:06:51.644632+00:00,,2021-07-11T12:57:55.502261+00:00,,cancelled,medium,Assembly-Z,334,0,0,0,138,,,
328,12,2,2022-03-04T19:41:50+00:00,2022-03-04T22:01:06.475343+00:00,2022-03-04T22:01:09.230337+00:00,2022-03-05T13:26:59.011604+00:00,2022-03-05T13:20:30.210341+00:00,completed,medium,Assembly-Z,784,781,12,18,5,,,
329,48,5,2022-03-11T06:26:32+00:00,2022-03-11T07:08:54.333276+00:00,2022-03-11T07:20:01.635402+00:00,2022-03-12T05:59:17.030650+00:00,2022-03-12T06:46:02.826017+00:00,completed,low,Module-Alpha,573,570,10,18,21,,,
330,11,2,2023-08-16T18:38:23+00:00,2023-08-16T19:13:37.341256+00:00,2023-08-16T19:15:29.490485+00:00,2023-08-16T21:21:21.640521+00:00,2023-08-16T21:21:20.986810+00:00,completed,low,Component-Y,695,668,9,1,69,,,
331,50,5,2023-04-19T00:58:23+00:00,2023-04-19T02:06:47.580118+00:00,2023-04-19T03:25:30.442511+00:00,2023-04-20T08:19:41.637702+00:00,2023-04-19T07:42:08.715978+00:00,failed,low,Panel-1,544,65,23,137,104,material_defect,,
332,17,2,2022-06-16T20:34:21+00:00,2022-06-16T23:22:50.287665+00:00,2022-06-16T23:29:58.087771+00:00,2022-06-17T12:50:35.369970+00:00,2022-06-17T12:48:16.885514+00:00,completed,medium,Panel-1,280,268,1,14,87,,,
333,42,5,2022-03-21T07:45:05+00:00,2022-03-21T10:47:02.296037+00:00,2022-03-21T12:34:35.548763+00:00,2022-03-21T14:12:57.930230+00:00,2022-03-21T12:59:30.178760+00:00,failed,high,Assembly-Z,944,80,16,295,46,electrical_fault,,
334,15,2,2021-04-26T17:27:58+00:00,2021-04-26T20:29:11.769639+00:00,2021-04-26T20:36:58.807031+00:00,2021-04-27T03:18:28.827503+00:00,2021-04-27T03:25:26.978667+00:00,completed,low,Panel-2,527,510,4,6,123,,,
335,5,1,2023-04-08T15:04:50+00:00,2023-04-08T18:11:37.172147+00:00,2023-04-08T18:44:23.731278+00:00,2023-04-09T07:44:29.707416+00:00,2023-04-09T01:10:14.600067+00:00,failed,high,Panel-2,790,276,60,277,75,operator_error,,
336,48,5,2021-06-28T18:59:57+00:00,2021-06-28T20:01:35.224744+00:00,2021-06-28T21:34:36.904160+00:00,2021-06-29T14:06:13.338043+00:00,2021-06-29T07:07:03.399586+00:00,failed,medium,Panel-1,99,26,6,160,58,mechanical_wear,,
337,17,2,2021-07-17T06:15:26+00:00,2021-07-17T08:05:04.750977+00:00,2021-07-17T09:53:14.590919+00:00,2021-07-17T22:42:19.502971+00:00,2021-07-18T00:43:34.445716+00:00,delayed,medium,Widget-B,267,239,12,48,181,,,
338,4,1,2023-03-28T07:50:45+00:00,2023-03-28T09:22:59.482359+00:00,2023-03-28T11:36:50.302052+00:00,2023-03-28T15:49:04.302765+00:00,2023-03-28T20:52:23.479941+00:00,delayed,medium,Assembly-Z,815,804,12,49,181,,,
339,27,3,2022-02-22T04:41:48+00:00,2022-02-22T08:08:40.252324+00:00,2022-02-22T08:16:35.434196+00:00,2022-02-22T09:36:37.677653+00:00,2022-02-22T09:40:09.732438+00:00,completed,medium,Component-X,577,552,1,13,117,,,
340,39,4,2023-03-10T16:49:43+00:00,2023-03-10T17:56:26.953605+00:00,2023-03-10T18:16:18.780416+00:00,2023-03-11T17:14:09.455589+00:00,2023-03-11T08:52:25.640484+00:00,failed,medium,Component-Y,390,219,40,177,182,mechanical_wear,,
341,43,5,2021-01-21T23:30:20+00:00,2021-01-22T01:52:57.629193+00:00,2021-01-22T01:59:50.905679+00:00,2021-01-22T09:54:36.825797+00:00,2021-01-22T09:59:16.816003+00:00,completed,critical,Panel-1,941,931,5,9,80,,,
342,47,5,2021-11-03T12:57:17+00:00,2021-11-03T15:19:20.611168+00:00,2021-11-03T15:20:57.100929+00:00,2021-11-04T02:46:18.239732+00:00,2021-11-04T02:07:10.862925+00:00,completed,low,Widget-B,156,150,1,19,96,,,
343,19,2,2021-04-10T01:53:02+00:00,2021-04-10T03:59:42.984397+00:00,2021-04-10T04:47:24.797800+00:00,2021-04-10T11:36:11.241300+00:00,2021-04-10T08:03:23.249037+00:00,failed,critical,Panel-2,690,170,53,234,65,mechanical_wear,,
344,36,4,2023-05-02T04:58:41+00:00,2023-05-02T06:31:45.027831+00:00,2023-05-02T06:35:25.767090+00:00,2023-05-02T11:58:16.493456+00:00,2023-05-02T11:33:27.215371+00:00,completed,low,Assembly-Z,976,947,14,2,186,,,
345,45,5,2023-03-14T06:42:08+00:00,2023-03-14T08:01:21.019569+00:00,2023-03-14T08:11:09.595401+00:00,2023-03-15T00:41:40.073092+00:00,2023-03-15T00:23:41.443504+00:00,completed,medium,Widget-A,738,719,9,2,19,,,
346,29,3,2023-02-08T05:56:30+00:00,2023-02-08T09:54:19.697058+00:00,2023-02-08T10:09:01.708438+00:00,2023-02-08T11:35:13.217217+00:00,2023-02-08T11:43:38.927363+00:00,completed,medium,Widget-B,925,912,5,0,44,,,
347,5,1,2023-01-18T12:06:38+00:00,2023-01-18T15:13:18.913324+00:00,2023-01-18T15:23:52.276282+00:00,2023-01-18T18:36:04.504522+00:00,2023-01-18T18:56:28.164375+00:00,completed,critical,Component-Y,692,665,10,0,55,,,
348,2,1,2022-09-09T11:55:05+00:00,2022-09-09T14:26:01.053458+00:00,2022-09-09T14:31:28.828697+00:00,2022-09-10T11:02:18.305566+00:00,2022-09-10T11:41:31.142268+00:00,completed,low,Panel-1,251,240,3,0,184,,,
349,9,1,2022-06-20T05:11:54+00:00,2022-06-20T08:40:22.217708+00:00,2022-06-20T08:47:57.400158+00:00,2022-06-20T22:06:05.480014+00:00,2022-06-20T22:43:25.038148+00:00,completed,high,Panel-1,694,681,3,3,177,,,
350,45,5,2023-11-29T07:43:32+00:00,2023-11-29T09:44:48.090545+00:00,2023-11-29T09:54:08.867277+00:00,2023-11-30T02:11:35.447779+00:00,2023-11-30T02:58:52.877585+00:00,completed,high,Panel-1,433,432,5,4,74,,,
351,38,4,2021-12-19T01:56:48+00:00,2021-12-19T05:51:11.025475+00:00,2021-12-19T05:58:11.341997+00:00,2021-12-19T11:01:23.502119+00:00,2021-12-19T10:52:24.703405+00:00,completed,low,Module-Alpha,257,247,2,11,28,,,
352,25,3,2022-12-06T01:36:48+00:00,2022-12-06T05:15:42.968283+00:00,2022-12-06T06:30:27.495237+00:00,2022-12-06T16:14:35.714022+00:00,2022-12-06T15:04:06.016284+00:00,failed,high,Assembly-Z,665,327,56,452,54,electrical_fault,,
353,13,2,2021-06-15T21:19:17+00:00,2021-06-15T22:00:25.207883+00:00,2021-06-15T22:03:44.042959+00:00,2021-06-16T13:55:22.026191+00:00,2021-06-16T12:51:55.813313+00:00,completed,medium,Component-Y,557,529,5,5,87,,,
354,4,1,2021-10-26T14:18:27+00:00,2021-10-26T15:53:33.030642+00:00,2021-10-26T15:55:26.647935+00:00,2021-10-27T00:48:45.446015+00:00,2021-10-27T00:07:07.274737+00:00,completed,low,Panel-1,923,896,15,15,175,,,
355,2,1,2023-12-23T22:21:14+00:00,2023-12-24T00:26:44.093085+00:00,2023-12-24T01:36:14.723295+00:00,2023-12-24T15:54:00.564135+00:00,2023-12-24T08:12:01.111113+00:00,failed,high,Assembly-Z,324,113,23,338,175,overheating,,
356,33,4,2023-01-20T13:05:38+00:00,2023-01-20T15:54:15.482187+00:00,2023-01-20T16:07:37.309991+00:00,2023-01-20T23:22:22.648244+00:00,2023-01-20T17:39:53.598844+00:00,failed,medium,Widget-B,994,108,37,45,189,material_defect,,
357,41,5,2022-01-10T02:33:21+00:00,2022-01-10T04:03:18.413295+00:00,2022-01-10T04:10:22.874728+00:00,2022-01-10T13:03:22.104086+00:00,2022-01-10T12:36:14.907252+00:00,completed,medium,Panel-2,786,775,13,19,86,,,
358,14,2,2023-01-02T10:22:46+00:00,2023-01-02T13:35:40.145257+00:00,2023-01-02T13:41:16.377163+00:00,2023-01-03T02:40:02.724717+00:00,2023-01-03T01:42:57.873422+00:00,completed,medium,Widget-B,505,487,4,16,18,,,
359,22,3,2021-03-22T19:24:31+00:00,2021-03-22T23:03:45.885883+00:00,2021-03-22T23:12:37.218169+00:00,2021-03-23T21:40:23.197854+00:00,2021-03-23T21:16:40.316691+00:00,completed,low,Component-X,489,468,4,4,38,,,
360,28,3,2021-10-20T11:05:15+00:00,2021-10-20T14:24:08.888093+00:00,2021-10-20T14:28:53.702221+00:00,2021-10-20T23:08:39.950472+00:00,2021-10-20T23:33:02.403987+00:00,completed,medium,Panel-2,116,112,2,12,48,,,
361,18,2,2023-04-07T23:27:33+00:00,2023-04-08T00:41:31.853740+00:00,2023-04-08T00:42:36.282312+00:00,2023-04-08T08:31:59.128242+00:00,2023-04-08T07:48:35.085550+00:00,completed,critical,Panel-1,380,369,4,2,80,,,
362,50,5,2021-05-02T05:16:48+00:00,2021-05-02T07:28:07.971886+00:00,2021-05-02T07:42:58.467802+00:00,2021-05-02T14:01:51.692562+00:00,2021-05-02T13:41:10.911925+00:00,completed,high,Widget-B,553,551,5,6,101,,,
363,30,3,2023-06-26T17:06:29+00:00,2023-06-26T19:36:06.528146+00:00,2023-06-26T21:01:14.301134+00:00,2023-06-27T11:45:16.556438+00:00,2023-06-27T06:57:32.239145+00:00,failed,medium,Assembly-Z,693,280,35,152,90,mechanical_wear,,
364,41,5,2023-05-13T22:16:17+00:00,2023-05-14T01:03:56.191244+00:00,2023-05-14T01:12:42.970158+00:00,2023-05-14T08:24:21.289162+00:00,2023-05-14T08:52:58.309207+00:00,completed,medium,Widget-A,495,491,3,1,143,,,
365,34,4,2021-05-30T16:39:19+00:00,2021-05-30T18:06:54.295762+00:00,2021-05-30T18:09:43.074064+00:00,2021-05-30T19:30:07.483532+00:00,2021-05-30T19:30:35.863329+00:00,completed,medium,Component-Y,517,512,4,11,152,,,
366,3,1,2022-04-19T01:33:58+00:00,2022-04-19T03:29:46.369672+00:00,2022-04-19T03:37:32.124392+00:00,2022-04-19T21:16:44.038742+00:00,2022-04-19T21:26:47.110723+00:00,completed,medium,Widget-A,499,486,9,16,132,,,
367,21,3,2021-01-18T09:53:54+00:00,2021-01-18T12:19:54.048345+00:00,2021-01-18T12:30:27.677391+00:00,2021-01-18T21:44:05.592880+00:00,2021-01-18T21:33:02.440780+00:00,completed,high,Panel-1,526,510,4,16,36,,,
368,48,5,2023-05-08T05:37:28+00:00,2023-05-08T08:42:53.842230+00:00,2023-05-08T08:43:03.520576+00:00,2023-05-09T01:24:27.430935+00:00,2023-05-09T00:02:56.213666+00:00,completed,medium,Module-Alpha,144,137,2,5,88,,,
369,27,3,2021-10-28T18:36:23+00:00,2021-10-28T19:35:20.534738+00:00,2021-10-29T00:21:13.938901+00:00,2021-10-29T03:31:21.560847+00:00,2021-10-29T09:05:15.173317+00:00,delayed,medium,Component-X,425,407,6,4,162,,,
370,41,5,2021-05-22T18:11:50+00:00,2021-05-22T19:40:21.748275+00:00,2021-05-22T19:51:59.420463+00:00,2021-05-22T21:12:27.712717+00:00,2021-05-22T21:24:01.693225+00:00,completed,medium,Module-Alpha,703,671,4,12,80,,,
371,13,2,2022-04-30T03:00:15+00:00,2022-04-30T05:56:23.072480+00:00,2022-04-30T05:59:42.783062+00:00,2022-04-30T12:33:50.700952+00:00,2022-04-30T12:37:59.648759+00:00,completed,medium,Component-X,462,447,1,17,73,,,
372,46,5,2023-04-12T20:06:02+00:00,2023-04-12T20:58:56.084262+00:00,2023-04-12T21:02:18.605529+00:00,2023-04-13T17:25:39.998276+00:00,2023-04-13T16:17:59.280065+00:00,completed,medium,Assembly-Z,716,696,4,17,136,,,
373,33,4,2022-06-11T02:43:24+00:00,2022-06-11T05:59:48.185150+00:00,2022-06-11T06:12:58.729739+00:00,2022-06-11T21:00:22.324089+00:00,2022-06-11T21:19:25.443654+00:00,completed,high,Module-Alpha,531,519,1,6,176,,,
374,17,2,2022-05-14T04:05:46+00:00,2022-05-14T07:53:24.787477+00:00,2022-05-14T08:03:25.918960+00:00,2022-05-14T14:49:38.081686+00:00,2022-05-14T15:15:29.698518+00:00,completed,high,Widget-B,258,250,2,9,132,,,
375,8,1,2021-10-29T16:24:32+00:00,2021-10-29T17:39:55.011894+00:00,2021-10-29T17:51:16.956763+00:00,2021-10-30T06:56:31.094510+00:00,2021-10-30T07:03:28.639394+00:00,completed,low,Panel-1,501,495,6,5,51,,,
376,32,4,2023-05-04T23:42:16+00:00,2023-05-05T03:12:31.117668+00:00,2023-05-05T04:23:56.670625+00:00,2023-05-05T08:31:45.985726+00:00,2023-05-05T09:07:08.118931+00:00,failed,medium,Component-X,984,622,202,314,120,mechanical_wear,,
377,28,3,2023-05-26T14:08:59+00:00,2023-05-26T15:28:56.664572+00:00,2023-05-26T15:41:49.470380+00:00,2023-05-27T09:32:39.436216+00:00,2023-05-27T08:36:39.906992+00:00,completed,medium,Panel-1,601,581,8,4,45,,,
378,8,1,2021-06-24T00:35:16+00:00,2021-06-24T01:07:12.410410+00:00,2021-06-24T01:16:31.520270+00:00,2021-06-24T07:32:24.889131+00:00,2021-06-24T07:39:25.284303+00:00,completed,medium,Assembly-Z,281,267,4,3,64,,,
379,46,5,2022-03-25T15:57:11+00:00,2022-03-25T19:39:07.459289+00:00,2022-03-25T19:41:32.019786+00:00,2022-03-26T15:19:31.247548+00:00,2022-03-26T14:18:17.001425+00:00,completed,medium,Component-Y,537,519,6,4,111,,,
380,3,1,2023-10-03T19:41:08+00:00,2023-10-03T22:38:55.499578+00:00,2023-10-03T22:41:27.050262+00:00,2023-10-04T13:06:48.119233+00:00,2023-10-04T12:43:52.503409+00:00,completed,high,Component-Y,56,54,0,11,124,,,
381,27,3,2021-10-13T23:55:23+00:00,2021-10-14T03:07:55.703484+00:00,2021-10-14T03:11:27.154475+00:00,2021-10-14T10:54:34.187756+00:00,2021-10-14T10:48:39.140557+00:00,completed,high,Panel-2,942,904,13,0,151,,,
382,1,1,2021-11-15T15:24:29+00:00,2021-11-15T17:26:20.801966+00:00,2021-11-15T17:35:47.366880+00:00,2021-11-16T08:15:31.130333+00:00,2021-11-16T08:20:44.344534+00:00,completed,medium,Panel-2,512,501,3,15,87,,,
383,36,4,2022-07-19T23:42:54+00:00,2022-07-20T02:03:06.418894+00:00,2022-07-20T02:05:57.505089+00:00,2022-07-20T03:05:08.374348+00:00,2022-07-20T03:10:01.083805+00:00,completed,critical,Widget-A,858,847,4,17,44,,,
384,2,1,2021-12-12T23:00:21+00:00,2021-12-13T00:18:34.619437+00:00,2021-12-13T00:21:57.590549+00:00,2021-12-14T00:17:02.839674+00:00,2021-12-13T23:27:34.267061+00:00,completed,medium,Component-Y,283,276,4,15,25,,,
385,23,3,2021-03-03T13:48:11+00:00,2021-03-03T14:53:35.596399+00:00,2021-03-03T15:29:50.365467+00:00,2021-03-03T17:10:09.836083+00:00,2021-03-03T15:59:19.758503+00:00,failed,medium,Assembly-Z,981,184,46,301,125,operator_error,,
386,4,1,2022-02-28T05:13:53+00:00,2022-02-28T07:18:57.661016+00:00,2022-02-28T07:26:16.839564+00:00,2022-02-28T16:13:11.543666+00:00,2022-02-28T15:39:04.198712+00:00,completed,medium,Component-X,408,394,5,5,169,,,
387,5,1,2022-09-28T23:57:35+00:00,2022-09-29T01:54:26.399568+00:00,2022-09-29T01:58:47.822869+00:00,2022-09-30T00:22:05.029562+00:00,2022-09-29T23:35:00.450700+00:00,completed,medium,Component-X,99,97,0,16,69,,,
388,10,1,2021-01-25T17:44:33+00:00,2021-01-25T21:15:31.996253+00:00,2021-01-25T21:24:44.959179+00:00,2021-01-26T17:18:04.115638+00:00,2021-01-26T17:55:55.765496+00:00,completed,medium,Assembly-Z,906,881,3,12,165,,,
389,16,2,2022-07-12T22:16:09+00:00,2022-07-13T01:24:21.444536+00:00,2022-07-13T07:00:03.998892+00:00,2022-07-14T00:01:30.459099+00:00,2022-07-14T12:25:21.467796+00:00,delayed,low,Component-X,213,205,7,56,11,,,
390,37,4,2022-09-05T14:02:21+00:00,2022-09-05T14:41:08.455220+00:00,2022-09-05T14:55:47.377211+00:00,2022-09-06T04:23:39.424633+00:00,2022-09-06T03:53:01.429405+00:00,completed,medium,Component-X,296,283,1,11,67,,,
391,24,3,2023-08-15T17:01:08+00:00,2023-08-15T18:18:53.125915+00:00,2023-08-15T18:23:40.198548+00:00,2023-08-15T20:13:55.653820+00:00,2023-08-15T20:23:14.781381+00:00,completed,medium,Assembly-Z,102,98,1,6,167,,,
392,35,4,2022-10-01T08:54:49+00:00,2022-10-01T11:04:20.571098+00:00,2022-10-01T11:35:34.336158+00:00,2022-10-01T14:05:43.969476+00:00,2022-10-01T15:06:24.937864+00:00,delayed,medium,Module-Alpha,97,91,2,39,16,,,
393,20,2,2023-12-21T08:56:52+00:00,2023-12-21T11:43:07.471368+00:00,2023-12-21T11:44:59.206380+00:00,2023-12-22T03:32:23.813760+00:00,2023-12-22T02:46:34.739557+00:00,completed,low,Assembly-Z,169,166,2,16,126,,,
394,41,5,2023-03-25T02:52:21+00:00,2023-03-25T05:08:14.049801+00:00,2023-03-25T05:08:16.936723+00:00,2023-03-25T05:41:11.358161+00:00,2023-03-25T05:41:16.387839+00:00,completed,critical,Widget-B,284,270,4,3,66,,,
395,8,1,2022-08-04T08:09:17+00:00,2022-08-04T11:02:25.296689+00:00,2022-08-04T12:23:24.771815+00:00,2022-08-05T09:31:50.656610+00:00,2022-08-05T06:28:43.907711+00:00,failed,low,Component-X,594,425,89,332,150,overheating,,
396,33,4,2022-08-17T21:42:26+00:00,2022-08-17T23:48:51.630661+00:00,2022-08-17T23:51:13.607058+00:00,2022-08-18T04:43:46.699550+00:00,2022-08-18T00:33:00.485516+00:00,failed,medium,Panel-1,213,26,3,99,180,mechanical_wear,,
397,29,3,2021-09-26T03:21:10+00:00,2021-09-26T05:25:24.017145+00:00,2021-09-26T07:32:02.384562+00:00,2021-09-26T20:53:13.128630+00:00,2021-09-26T23:56:46.057575+00:00,delayed,low,Panel-2,916,792,11,20,113,,,
398,22,3,2022-04-14T20:36:39+00:00,2022-04-14T21:47:10.477966+00:00,2022-04-14T23:23:12.266760+00:00,2022-04-14T22:53:18.857220+00:00,2022-04-15T00:18:15.349932+00:00,failed,medium,Component-Y,939,517,233,91,143,material_defect,,
399,27,3,2023-03-07T21:56:27+00:00,2023-03-07T22:55:34.715800+00:00,2023-03-07T23:02:29.400940+00:00,2023-03-08T08:43:12.167729+00:00,2023-03-08T08:48:54.911366+00:00,completed,high,Widget-B,719,701,3,8,110,,,
400,7,1,2023-06-19T03:01:51+00:00,2023-06-19T06:20:41.825608+00:00,2023-06-19T06:27:02.440949+00:00,2023-06-19T13:16:54.285779+00:00,2023-06-19T13:08:15.773925+00:00,completed,medium,Panel-1,109,104,1,19,131,,,
401,22,3,2023-08-15T23:23:21+00:00,2023-08-16T02:56:01.194605+00:00,2023-08-16T03:09:08.912233+00:00,2023-08-16T11:28:29.734846+00:00,2023-08-16T11:53:48.794436+00:00,completed,medium,Module-Alpha,293,290,2,0,197,,,
402,40,4,2022-09-24T14:36:46+00:00,2022-09-24T18:27:51.664671+00:00,2022-09-24T18:30:51.415818+00:00,2022-09-25T12:17:11.080566+00:00,2022-09-25T10:51:15.522961+00:00,completed,medium,Panel-1,219,216,1,12,111,,,
403,27,3,2023-03-21T09:59:02+00:00,2023-03-21T13:09:08.263180+00:00,2023-03-21T13:13:04.325225+00:00,2023-03-22T05:31:12.447464+00:00,2023-03-22T04:10:34.185075+00:00,completed,medium,Component-X,565,552,6,17,151,,,
404,36,4,2022-01-02T23:28:05+00:00,2022-01-03T00:59:56.321858+00:00,2022-01-03T01:03:42.143494+00:00,2022-01-03T12:59:02.315248+00:00,2022-01-03T12:28:19.027789+00:00,completed,critical,Component-X,651,639,5,13,70,,,
405,21,3,2021-03-28T01:06:23+00:00,2021-03-28T03:49:33.708514+00:00,2021-03-28T05:07:30.103368+00:00,2021-03-28T06:48:54.599963+00:00,2021-03-28T08:19:58.637346+00:00,delayed,medium,Module-Alpha,776,729,40,19,154,,,
406,22,3,2022-01-12T02:58:55+00:00,2022-01-12T04:02:41.412165+00:00,2022-01-12T04:12:40.680501+00:00,2022-01-12T14:03:28.524663+00:00,2022-01-12T14:28:07.857442+00:00,completed,low,Component-X,756,728,1,17,68,,,
407,39,4,2023-02-15T07:43:57+00:00,2023-02-15T10:51:11.092746+00:00,2023-02-15T11:02:28.934963+00:00,2023-02-16T04:29:29.399608+00:00,2023-02-16T04:39:22.373070+00:00,completed,medium,Assembly-Z,408,400,7,1,60,,,
408,47,5,2022-10-14T15:03:21+00:00,2022-10-14T17:48:43.027282+00:00,2022-10-14T18:05:46.766576+00:00,2022-10-15T13:39:02.755323+00:00,2022-10-15T10:22:01.564832+00:00,failed,medium,Panel-1,395,276,64,222,78,operator_error,,
409,31,4,2023-06-26T01:52:34+00:00,2023-06-26T02:28:54.761967+00:00,2023-06-26T02:32:44.826937+00:00,2023-06-27T02:24:48.544711+00:00,2023-06-27T02:40:28.248623+00:00,completed,medium,Assembly-Z,188,180,0,11,166,,,
410,47,5,2023-09-15T02:24:51+00:00,2023-09-15T03:12:54.587043+00:00,2023-09-15T03:21:20.277094+00:00,2023-09-15T16:27:31.439740+00:00,2023-09-15T16:02:41.933471+00:00,completed,high,Panel-2,308,307,3,4,24,,,
411,27,3,2022-03-27T08:07:59+00:00,2022-03-27T08:46:33.528527+00:00,2022-03-27T08:48:45.413602+00:00,2022-03-28T01:35:46.437089+00:00,2022-03-28T01:20:43.633822+00:00,completed,medium,Component-X,359,354,1,10,71,,,
412,33,4,2022-07-04T16:14:47+00:00,2022-07-04T17:24:25.030185+00:00,2022-07-04T17:38:48.978362+00:00,2022-07-05T02:01:28.341069+00:00,2022-07-05T01:35:37.528316+00:00,completed,medium,Panel-2,154,149,1,15,200,,,
413,28,3,2023-05-10T06:37:05+00:00,2023-05-10T10:26:43.175877+00:00,2023-05-10T10:32:04.753962+00:00,2023-05-10T18:22:27.139529+00:00,2023-05-10T18:11:50.699687+00:00,completed,critical,Module-Alpha,936,919,13,6,86,,,
414,11,2,2022-07-09T08:40:44+00:00,2022-07-09T09:37:51.468871+00:00,2022-07-09T09:52:15.946289+00:00,2022-07-09T12:50:06.903435+00:00,2022-07-09T12:53:05.956224+00:00,completed,high,Panel-2,93,92,0,18,148,,,
415,27,3,2022-05-03T11:40:27+00:00,2022-05-03T12:47:06.360033+00:00,2022-05-03T12:56:47.712847+00:00,2022-05-03T21:52:53.103786+00:00,2022-05-03T21:23:42.508789+00:00,completed,critical,Widget-A,596,568,1,12,138,,,
416,2,1,2023-04-03T05:57:37+00:00,2023-04-03T06:57:18.557194+00:00,2023-04-03T10:56:03.467346+00:00,2023-04-03T20:28:23.339245+00:00,2023-04-04T00:52:39.487080+00:00,delayed,high,Panel-1,354,351,7,48,183,,,
417,31,4,2021-05-21T08:25:10+00:00,2021-05-21T12:24:55.676829+00:00,2021-05-21T12:24:57.940650+00:00,2021-05-21T22:20:32.329181+00:00,2021-05-21T16:11:28.363533+00:00,failed,high,Widget-A,478,117,41,43,155,operator_error,,
418,49,5,2021-06-06T15:18:04+00:00,2021-06-06T18:07:20.799159+00:00,2021-06-06T18:11:06.257291+00:00,2021-06-07T02:18:44.995572+00:00,2021-06-07T02:44:26.882180+00:00,completed,medium,Panel-1,759,732,4,4,5,,,
419,42,5,2022-11-26T23:44:03+00:00,2022-11-27T01:30:10.737911+00:00,2022-11-27T02:18:10.917881+00:00,2022-11-27T16:17:19.888040+00:00,2022-11-27T13:04:42.909643+00:00,failed,high,Assembly-Z,493,264,39,311,108,misalignment,,
420,5,1,2023-03-12T10:39:49+00:00,2023-03-12T11:50:17.560424+00:00,2023-03-12T12:58:42.950303+00:00,2023-03-12T15:22:21.031245+00:00,2023-03-12T14:35:11.310893+00:00,failed,high,Component-X,244,66,15,471,135,overheating,,
421,3,1,2023-07-22T18:30:50+00:00,2023-07-22T21:51:03.063687+00:00,2023-07-22T21:56:15.140935+00:00,2023-07-23T20:48:21.281408+00:00,2023-07-23T21:29:17.137685+00:00,completed,medium,Module-Alpha,180,177,1,3,44,,,
422,35,4,2022-02-09T02:42:34+00:00,2022-02-09T05:18:14.250781+00:00,2022-02-09T05:32:48.669293+00:00,2022-02-09T12:07:28.894530+00:00,2022-02-09T12:19:17.575627+00:00,completed,critical,Widget-A,964,948,6,2,91,,,
423,41,5,2021-12-28T19:27:53+00:00,2021-12-28T21:01:27.711214+00:00,2021-12-28T21:15:24.204898+00:00,2021-12-29T11:52:34.776377+00:00,2021-12-29T11:26:02.636477+00:00,completed,high,Component-X,267,255,1,13,185,,,
424,48,5,2021-09-28T08:21:50+00:00,2021-09-28T11:56:28.401558+00:00,2021-09-28T11:58:43.405783+00:00,2021-09-28T17:24:20.021684+00:00,2021-09-28T14:42:58.622915+00:00,failed,medium,Panel-2,198,83,13,412,22,electrical_fault,,
425,46,5,2023-01-11T08:26:58+00:00,2023-01-11T10:17:43.507246+00:00,2023-01-11T10:31:59.036792+00:00,2023-01-12T11:53:05.197675+00:00,2023-01-12T11:44:46.443733+00:00,completed,low,Panel-1,765,738,9,11,98,,,
426,25,3,2022-11-01T01:59:48+00:00,2022-11-01T04:42:51.407703+00:00,2022-11-01T04:49:58.905409+00:00,2022-11-01T18:49:14.150449+00:00,2022-11-01T18:39:13.219625+00:00,completed,medium,Panel-2,596,568,10,0,91,,,
427,46,5,2022-08-23T13:51:11+00:00,2022-08-23T15:51:18.312552+00:00,2022-08-23T20:15:53.888670+00:00,2022-08-24T06:36:28.615038+00:00,2022-08-24T13:08:02.700039+00:00,delayed,medium,Widget-A,104,98,2,26,126,,,
428,5,1,2021-04-02T19:31:45+00:00,2021-04-02T21:07:13.320381+00:00,,2021-04-03T08:18:26.171614+00:00,,cancelled,medium,Panel-2,981,0,0,0,14,,,
429,47,5,2022-01-10T09:18:52+00:00,2022-01-10T11:17:20.046863+00:00,2022-01-10T12:07:49.330735+00:00,2022-01-10T23:15:54.422268+00:00,2022-01-10T14:00:34.132683+00:00,failed,low,Panel-1,127,10,2,56,53,misalignment,,
430,8,1,2022-06-21T09:01:34+00:00,2022-06-21T12:16:11.789911+00:00,2022-06-21T12:24:54.156064+00:00,2022-06-22T07:36:01.021162+00:00,2022-06-22T06:02:52.736326+00:00,completed,medium,Widget-A,210,204,0,7,197,,,
